Oil well operation parameters (2013 - 2021 y). Well ? 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
16-04-2016,17,67,4550,50,74,18,1860,167
17-04-2016,14,57,3884,42,74,20,1860,167
18-04-2016,14,57,3884,42,74,20,1850,167
19-04-2016,14,57,3884,42,74,20,1850,167
20-04-2016,15,57,3924,43,74,20,1850,167
21-04-2016,14,57,3884,42,74,20,1850,167
22-04-2016,15,57,3904,43,74,20,1850,167
23-04-2016,15,57,3904,43,74,20,1878,167
24-04-2016,15,57,3915,43,74,20,1859,167
25-04-2016,14,55,3737,41,74,20,1827,167
26-04-2016,14,58,3640,44,76,20,1829,167
27-04-2016,14,58,3640,44,76,20,1870,167
28-04-2016,12,56,3251,44,78,19,1834,167
29-04-2016,11,51,2945,40,78,17,1825,167
30-04-2016,12,58,3337,45,78,20,1820,167
01-05-2016,12,57,3320,45,78,20,1829,167
02-05-2016,12,58,3354,46,78,20,1826,167
03-05-2016,12,58,3337,45,78,20,1850,167
04-05-2016,12,58,3337,45,78,20,1872,167
05-05-2016,12,58,3337,45,78,20,1828,167
06-05-2016,12,58,3337,45,78,20,1829,167
07-05-2016,12,58,3337,45,78,20,1828,167
08-05-2016,10,46,2656,36,78,16,1829,167
09-05-2016,14,64,3685,50,78,20,1832,167
10-05-2016,14,64,3685,50,78,20,1824,167
11-05-2016,14,63,3667,50,78,20,1904,166
12-05-2016,14,63,3648,50,78,20,1834,166
13-05-2016,14,63,3648,50,78,20,1818,166
14-05-2016,14,63,3648,50,78,20,1819,166
15-05-2016,14,64,3685,50,78,20,1821,166
16-05-2016,14,64,3685,50,78,20,1817,166
17-05-2016,14,64,3685,50,78,20,1822,166
18-05-2016,14,64,3685,50,78,20,1822,166
19-05-2016,14,64,3685,50,78,20,1822,166
20-05-2016,14,64,3685,50,78,20,1822,166
21-05-2016,14,64,3685,50,78,20,1829,166
22-05-2016,14,63,3629,49,78,20,1828,166
23-05-2016,15,64,4020,49,76,20,1845,166
24-05-2016,14,61,3858,47,76,20,1810,166
25-05-2016,13,55,3451,42,76,18,1812,166
26-05-2016,12,52,3276,40,76,17,1812,166
27-05-2016,14,61,3858,47,76,20,1833,166
28-05-2016,14,61,3858,47,76,20,1838,166
29-05-2016,10,50,2782,40,79,16,1839,166
30-05-2016,6,27,1510,22,79,9,1822,166
31-05-2016,6,27,1510,22,79,9,1822,166
01-06-2016,6,27,1510,22,79,9,1822,166
02-06-2016,6,27,1510,22,79,9,1822,166
03-06-2016,6,27,1510,22,79,9,1822,166
04-06-2016,6,27,1510,22,79,9,1822,166
05-06-2016,6,27,1510,22,79,9,1822,166
06-06-2016,1,62,326,61,98,24,1647,165
07-06-2016,2,62,489,60,97,24,1656,165
08-06-2016,2,70,552,68,97,24,1685,165
09-06-2016,2,68,536,66,97,24,1708,165
10-06-2016,3,69,906,66,95,24,1749,165
11-06-2016,3,65,851,62,95,24,1743,165
12-06-2016,8,65,2213,57,87,24,1769,165
13-06-2016,8,66,2247,57,87,24,1768,165
14-06-2016,12,62,3094,50,81,24,1779,165
15-06-2016,12,62,3094,50,81,24,1779,165
16-06-2016,12,62,3094,50,81,24,1798,165
17-06-2016,12,62,3094,50,81,24,1808,165
18-06-2016,10,58,2752,48,82,24,1815,165
19-06-2016,10,58,2752,48,82,24,1830,165
20-06-2016,10,58,2752,48,82,24,1840,165
21-06-2016,10,58,2752,48,82,24,1848,165
22-06-2016,10,58,2752,48,82,24,1846,165
23-06-2016,10,58,2752,48,82,24,1845,165
24-06-2016,10,58,2752,48,82,24,1846,165
25-06-2016,11,58,3058,47,80,24,1851,165
26-06-2016,11,57,3010,46,80,24,1853,165
27-06-2016,11,57,3010,46,80,24,1854,165
28-06-2016,12,57,3161,46,79,24,1860,165
29-06-2016,12,60,3299,48,79,24,1866,165
30-06-2016,12,60,3299,48,79,24,1869,165
01-07-2016,12,60,3299,48,79,24,1865,165
02-07-2016,12,60,3299,48,79,24,1884,164
03-07-2016,12,60,3299,48,79,24,1880,164
04-07-2016,13,60,3456,47,78,24,1876,164
05-07-2016,13,59,3404,46,78,24,1880,164
06-07-2016,13,59,3404,46,78,24,1882,164
07-07-2016,13,59,3404,46,78,24,1891,164
08-07-2016,13,59,3558,46,77,24,1894,164
09-07-2016,13,59,3558,46,77,24,1893,164
10-07-2016,13,60,3595,46,77,24,1898,164
11-07-2016,14,60,3751,46,76,24,1894,164
12-07-2016,14,60,3751,46,76,24,1895,164
13-07-2016,14,60,3751,46,76,24,1893,164
14-07-2016,14,58,3626,44,76,23,1896,164
15-07-2016,14,60,3751,46,76,24,1894,164
16-07-2016,13,57,3568,43,76,24,1887,164
17-07-2016,13,57,3568,43,76,24,1880,164
18-07-2016,13,54,3419,42,76,23,1902,164
19-07-2016,13,57,3568,43,76,24,1893,164
20-07-2016,13,57,3568,43,76,24,1901,164
21-07-2016,13,57,3568,43,76,24,1903,164
22-07-2016,13,57,3568,43,76,24,1902,164
23-07-2016,13,57,3568,43,76,24,1901,164
24-07-2016,13,57,3568,43,76,24,1903,164
25-07-2016,13,54,3419,42,76,23,1903,164
26-07-2016,13,57,3606,44,76,24,1902,164
27-07-2016,13,57,3606,44,76,24,1902,163
28-07-2016,13,57,3568,43,76,24,1906,163
29-07-2016,13,57,3568,43,76,24,1901,163
30-07-2016,13,57,3568,43,76,24,1902,163
31-07-2016,14,58,3650,44,76,24,1903,163
01-08-2016,14,58,3650,44,76,24,1903,163
02-08-2016,14,58,3650,44,76,24,1906,163
03-08-2016,14,58,3650,44,76,24,1906,163
04-08-2016,14,59,3894,45,75,24,1901,163
05-08-2016,14,59,3894,45,75,24,1903,163
06-08-2016,14,59,3894,45,75,24,1906,163
07-08-2016,14,59,3738,45,76,24,1902,163
08-08-2016,15,59,4050,44,74,24,1905,163
09-08-2016,15,57,3900,43,74,24,1902,163
10-08-2016,15,57,3900,43,74,24,1906,163
11-08-2016,15,57,3900,43,74,24,1906,163
12-08-2016,15,58,3954,43,74,24,1909,163
13-08-2016,15,58,3954,43,74,24,1908,163
14-08-2016,15,58,3954,43,74,24,1907,163
15-08-2016,15,58,3954,43,74,24,1909,163
16-08-2016,14,59,3694,45,76,24,1909,163
17-08-2016,14,59,3694,45,76,24,1906,163
18-08-2016,14,59,3732,45,76,24,1908,163
19-08-2016,14,59,3732,45,76,24,1908,163
20-08-2016,14,59,3732,45,76,24,1908,163
21-08-2016,14,59,3732,45,76,24,1908,163
22-08-2016,13,59,3421,46,78,24,1904,162
23-08-2016,14,59,3888,45,75,24,1907,162
24-08-2016,14,59,3888,45,75,24,1913,162
25-08-2016,14,59,3888,45,75,24,1916,162
26-08-2016,15,60,3920,45,75,24,1916,162
27-08-2016,15,60,3920,45,75,24,1912,162
28-08-2016,15,60,3920,45,75,24,1918,162
29-08-2016,15,60,3920,45,75,24,1923,162
30-08-2016,13,60,3607,46,77,24,1931,162
31-08-2016,13,59,3583,46,77,24,1938,162
01-09-2016,13,59,3583,46,77,24,1933,162
02-09-2016,13,59,3583,46,77,24,1937,162
03-09-2016,13,59,3583,46,77,24,1944,162
04-09-2016,14,59,3738,45,76,24,1944,162
05-09-2016,13,57,3587,44,76,24,1953,162
06-09-2016,13,57,3587,44,76,24,1956,162
07-09-2016,13,57,3587,44,76,24,1960,162
08-09-2016,13,57,3587,44,76,24,1967,162
09-09-2016,12,57,3288,45,78,24,1965,162
10-09-2016,12,57,3288,45,78,24,1968,162
11-09-2016,12,57,3288,45,78,24,1968,162
12-09-2016,12,57,3288,45,78,24,1968,162
13-09-2016,12,57,3288,45,78,24,1968,162
14-09-2016,12,57,3288,45,78,24,1963,162
15-09-2016,12,57,3288,45,78,24,1966,162
16-09-2016,12,57,3288,45,78,24,1966,162
17-09-2016,12,57,3288,45,78,24,1966,161
18-09-2016,13,57,3438,44,77,24,1966,161
19-09-2016,13,57,3438,44,77,24,1966,161
20-09-2016,13,57,3438,44,77,24,1966,161
21-09-2016,13,57,3587,44,76,24,1967,161
22-09-2016,14,60,3776,46,76,24,1967,161
23-09-2016,14,60,3776,46,76,24,1887,161
24-09-2016,14,59,3732,45,76,24,1907,161
25-09-2016,14,59,3732,45,76,24,1902,161
26-09-2016,6,25,1555,19,76,10,1911,161
27-09-2016,14,59,3732,45,76,24,1823,161
28-09-2016,14,59,3713,45,76,24,1849,161
29-09-2016,14,59,3713,45,76,24,1861,161
30-09-2016,14,59,3713,45,76,24,1891,161
01-10-2016,14,59,3713,45,76,24,1906,161
02-10-2016,12,57,3277,45,78,24,1907,161
03-10-2016,12,57,3277,45,78,24,1907,161
04-10-2016,12,57,3277,45,78,24,1916,161
05-10-2016,12,57,3277,45,78,24,1907,161
06-10-2016,12,57,3277,45,78,24,1907,161
07-10-2016,11,57,2973,46,80,24,1906,161
08-10-2016,11,57,2973,46,80,24,1906,161
09-10-2016,10,57,2676,47,82,24,1906,161
10-10-2016,10,57,2676,47,82,24,1901,161
11-10-2016,10,58,2733,48,82,24,1906,161
12-10-2016,10,58,2733,48,82,24,1909,161
13-10-2016,10,58,2733,48,82,24,1909,160
14-10-2016,10,58,2733,48,82,24,1907,160
15-10-2016,11,58,2885,47,81,24,1900,160
16-10-2016,10,57,2820,46,81,24,1907,160
17-10-2016,10,57,2820,46,81,24,1901,160
18-10-2016,10,57,2820,46,81,24,1901,160
19-10-2016,11,57,2845,46,81,24,1906,160
20-10-2016,11,57,2845,46,81,24,1909,160
21-10-2016,11,57,2845,46,81,24,1907,160
22-10-2016,11,57,2845,46,81,24,1907,160
23-10-2016,12,60,3299,48,79,24,1907,160
24-10-2016,12,60,3299,48,79,24,1917,160
25-10-2016,12,60,3299,48,79,24,1914,160
26-10-2016,12,57,3139,45,79,24,1913,160
27-10-2016,13,57,3438,44,77,24,1916,160
28-10-2016,13,57,3438,44,77,24,1915,160
29-10-2016,13,57,3438,44,77,24,1879,160
30-10-2016,12,53,3180,41,77,22,1909,160
31-10-2016,13,57,3587,44,76,24,1909,160
01-11-2016,13,57,3587,44,76,24,1892,160
02-11-2016,13,57,3587,44,76,24,1905,160
03-11-2016,13,57,3587,44,76,24,1905,160
04-11-2016,12,53,3318,40,76,22,1898,160
05-11-2016,14,57,3737,43,75,24,1898,160
06-11-2016,13,52,3425,39,75,22,1893,160
07-11-2016,14,57,3737,43,75,24,1893,160
08-11-2016,14,57,3737,43,75,24,1908,159
09-11-2016,14,57,3737,43,75,24,1909,159
10-11-2016,14,57,3737,43,75,24,1909,159
11-11-2016,14,57,3737,43,75,24,1903,159
12-11-2016,14,57,3737,43,75,24,1908,159
13-11-2016,14,55,3773,41,74,23,1906,159
14-11-2016,14,57,3886,42,74,24,1891,159
15-11-2016,14,57,3886,42,74,24,1902,159
16-11-2016,14,57,3886,42,74,24,1907,159
17-11-2016,14,57,3886,42,74,24,1909,159
18-11-2016,14,57,3886,42,74,24,1911,159
19-11-2016,14,57,3886,42,74,24,1911,159
20-11-2016,13,50,3433,37,74,21,1908,159
21-11-2016,14,57,3886,42,74,24,1901,159
22-11-2016,14,57,3886,42,74,24,1900,159
23-11-2016,13,50,3449,38,74,21,1900,159
24-11-2016,14,57,3886,42,74,24,1898,159
25-11-2016,12,50,3184,39,76,21,1862,159
26-11-2016,13,57,3587,44,76,24,1898,159
27-11-2016,13,57,3587,44,76,24,1896,159
28-11-2016,13,57,3587,44,76,24,1816,159
29-11-2016,13,57,3587,44,76,24,1860,159
30-11-2016,13,57,3587,44,76,24,1871,159
01-12-2016,13,57,3587,44,76,24,1878,159
02-12-2016,13,57,3438,44,77,24,1881,159
03-12-2016,13,57,3438,44,77,24,1888,158
04-12-2016,13,57,3587,44,76,24,1886,158
05-12-2016,13,57,3587,44,76,24,1890,158
06-12-2016,13,57,3587,44,76,24,1888,158
07-12-2016,13,57,3587,44,76,24,1899,158
08-12-2016,13,57,3587,44,76,24,1888,158
09-12-2016,13,57,3587,44,76,24,1888,158
10-12-2016,12,51,3332,38,75,21,1890,158
11-12-2016,14,57,3737,43,75,24,1678,158
12-12-2016,14,57,3737,43,75,24,1678,158
13-12-2016,14,57,3737,43,75,24,1678,158
14-12-2016,14,57,3737,43,75,24,1678,158
15-12-2016,13,51,3598,37,73,21,1678,158
16-12-2016,13,51,3598,37,73,21,1678,158
17-12-2016,14,52,3666,38,73,22,1678,158
18-12-2016,15,57,4035,42,73,24,1678,158
19-12-2016,15,57,4035,42,73,24,1749,158
20-12-2016,15,57,4035,42,73,24,1749,158
21-12-2016,15,57,4035,42,73,24,1802,158
22-12-2016,15,57,4035,42,73,24,1816,158
23-12-2016,15,57,4035,42,73,24,1838,158
24-12-2016,16,57,4334,41,71,24,1838,158
25-12-2016,16,57,4334,41,71,24,1842,158
26-12-2016,16,57,4334,41,71,24,1847,158
27-12-2016,16,57,4334,41,71,24,1879,158
28-12-2016,16,57,4334,41,71,24,1886,158
29-12-2016,15,51,3901,37,71,22,1886,157
30-12-2016,16,57,4334,41,71,24,1886,157
31-12-2016,16,55,4226,40,71,23,1886,157
01-01-2017,16,57,4334,41,71,24,1884,157
02-01-2017,16,57,4334,41,71,24,1893,157
03-01-2017,16,57,4334,41,71,24,1893,157
04-01-2017,16,57,4334,41,71,24,1872,157
05-01-2017,16,57,4334,41,71,24,1901,157
06-01-2017,16,57,4334,41,71,24,1901,157
07-01-2017,16,57,4334,41,71,24,1901,157
08-01-2017,17,57,4484,40,70,24,1901,157
09-01-2017,17,57,4484,40,70,24,1901,157
10-01-2017,17,57,4484,40,70,24,1901,157
11-01-2017,16,53,4166,37,70,22,1901,157
12-01-2017,17,57,4484,40,70,24,1901,157
13-01-2017,15,50,3940,35,70,24,1862,157
14-01-2017,13,43,3415,31,70,21,1909,157
15-01-2017,15,50,3940,35,70,24,1878,157
16-01-2017,13,45,3563,32,70,22,1895,157
17-01-2017,13,45,3563,32,70,22,1902,157
18-01-2017,15,50,4071,35,69,24,1876,157
19-01-2017,15,50,4071,35,69,24,1876,157
20-01-2017,15,50,4071,35,69,24,1875,157
21-01-2017,16,50,4203,34,68,24,1877,157
22-01-2017,16,50,4203,34,68,24,1875,157
23-01-2017,16,50,4203,34,68,24,1875,157
24-01-2017,16,50,4203,34,68,24,1873,156
25-01-2017,16,50,4203,34,68,24,1875,156
26-01-2017,16,50,4203,34,68,24,1875,156
27-01-2017,16,50,4334,34,67,24,1832,156
28-01-2017,16,50,4334,34,67,24,1843,156
29-01-2017,16,50,4334,34,67,24,1847,156
30-01-2017,16,50,4334,34,67,24,1847,156
31-01-2017,16,50,4334,34,67,24,1847,156
01-02-2017,16,50,4334,34,67,24,1847,156
02-02-2017,16,50,4334,34,67,24,1847,156
03-02-2017,16,50,4334,34,67,24,1848,156
04-02-2017,16,50,4203,34,68,24,1846,156
05-02-2017,16,50,4203,34,68,24,1848,156
06-02-2017,16,50,4203,34,68,24,1853,156
07-02-2017,16,50,4203,34,68,24,1844,156
08-02-2017,16,50,4203,34,68,24,1847,156
09-02-2017,16,50,4203,34,68,24,1845,156
10-02-2017,14,43,3702,29,67,21,1845,156
11-02-2017,16,50,4334,34,67,24,1772,156
12-02-2017,16,50,4334,34,67,24,1817,156
13-02-2017,16,50,4334,34,67,24,1827,156
14-02-2017,16,50,4334,34,67,24,1840,156
15-02-2017,16,50,4334,34,67,24,1840,156
16-02-2017,16,50,4334,34,67,24,1840,156
17-02-2017,16,50,4334,34,67,24,1840,156
18-02-2017,16,50,4203,34,68,24,1860,156
19-02-2017,16,50,4203,34,68,24,1865,155
20-02-2017,15,47,3958,32,68,23,1869,155
21-02-2017,16,50,4203,34,68,24,1860,155
22-02-2017,16,50,4203,34,68,24,1860,155
23-02-2017,16,50,4203,34,68,24,1877,155
24-02-2017,17,52,4507,35,67,24,1871,155
25-02-2017,17,52,4507,35,67,24,1870,155
26-02-2017,17,52,4507,35,67,24,1870,155
27-02-2017,17,52,4507,35,67,24,1877,155
28-02-2017,17,52,4507,35,67,24,1880,155
01-03-2017,13,41,3550,28,67,19,1880,155
02-03-2017,17,52,4507,35,67,24,1880,155
03-03-2017,16,52,4234,36,69,24,1875,155
04-03-2017,16,52,4234,36,69,24,1875,155
05-03-2017,14,46,3705,32,69,21,1892,155
06-03-2017,16,52,4234,36,69,24,1979,155
07-03-2017,16,52,4234,36,69,24,1979,155
08-03-2017,16,52,4234,36,69,24,1921,155
09-03-2017,16,52,4234,36,69,24,1931,155
10-03-2017,16,52,4234,36,69,24,1931,155
11-03-2017,16,52,4234,36,69,24,1928,155
12-03-2017,13,42,3387,29,69,19,1928,155
13-03-2017,13,44,3449,31,70,20,1928,155
14-03-2017,15,52,4098,37,70,24,1957,155
15-03-2017,15,52,4098,37,70,24,1958,155
16-03-2017,15,52,4098,37,70,24,1955,154
17-03-2017,16,52,4234,36,69,24,1955,154
18-03-2017,16,52,4234,36,69,24,1957,154
19-03-2017,16,52,4371,36,68,24,1957,154
20-03-2017,16,52,4371,36,68,24,1955,154
21-03-2017,14,44,3733,31,68,21,1955,154
22-03-2017,17,52,4507,35,67,24,1965,154
23-03-2017,17,51,4582,34,66,24,1809,154
24-03-2017,17,51,4582,34,66,24,1851,154
25-03-2017,17,51,4582,34,66,24,1851,154
26-03-2017,16,49,4394,33,66,24,1855,154
27-03-2017,16,49,4394,33,66,24,1855,154
28-03-2017,17,49,4523,32,65,24,1855,154
29-03-2017,17,49,4523,32,65,24,1855,154
30-03-2017,17,49,4523,32,65,24,1855,154
31-03-2017,17,49,4523,32,65,24,1862,154
01-04-2017,16,47,4335,31,65,23,1862,154
02-04-2017,17,49,4523,32,65,24,1862,154
03-04-2017,17,51,4652,33,65,24,1842,154
04-04-2017,17,51,4652,33,65,24,1846,154
05-04-2017,16,47,4342,31,65,22,1846,154
06-04-2017,17,51,4519,34,66,24,1841,154
07-04-2017,17,51,4519,34,66,24,1846,154
08-04-2017,17,51,4519,34,66,24,1848,154
09-04-2017,17,51,4519,34,66,24,1848,154
10-04-2017,17,51,4519,34,66,24,1847,154
11-04-2017,17,51,4519,34,66,24,1846,153
12-04-2017,17,51,4519,34,66,24,1846,153
13-04-2017,17,51,4652,33,65,24,1852,153
14-04-2017,17,51,4652,33,65,24,1858,153
15-04-2017,17,51,4652,33,65,24,1858,153
16-04-2017,17,51,4652,33,65,24,1858,153
17-04-2017,17,51,4652,33,65,24,1858,153
18-04-2017,17,51,4689,34,65,24,1858,153
19-04-2017,17,51,4689,34,65,24,1858,153
20-04-2017,17,51,4689,34,65,24,1858,153
21-04-2017,18,51,4957,33,63,24,1858,153
22-04-2017,18,51,4957,33,63,24,1858,153
23-04-2017,18,51,4957,33,63,24,1858,153
24-04-2017,18,51,4957,33,63,24,1858,153
25-04-2017,18,51,4957,33,63,24,1858,153
26-04-2017,18,51,4957,33,63,24,1858,153
27-04-2017,18,51,4957,33,63,24,1858,153
28-04-2017,18,51,4957,33,63,24,1858,153
29-04-2017,17,51,4689,34,65,24,1858,153
30-04-2017,17,51,4689,34,65,24,1858,153
01-05-2017,17,51,4689,34,65,24,1858,153
02-05-2017,17,51,4689,34,65,24,1858,153
03-05-2017,17,51,4689,34,65,24,1858,153
04-05-2017,15,51,4153,36,69,24,1858,153
05-05-2017,15,51,4153,36,69,24,1858,153
06-05-2017,15,51,4153,36,69,24,1858,153
07-05-2017,15,51,4153,36,69,24,1858,152
08-05-2017,15,51,4153,36,69,24,1820,152
09-05-2017,15,51,4153,36,69,24,1820,152
10-05-2017,15,51,4153,36,69,24,1820,152
11-05-2017,15,51,4153,36,69,24,1820,152
12-05-2017,15,51,4153,36,69,24,1820,152
13-05-2017,15,51,4019,36,70,24,1820,152
14-05-2017,15,51,4019,36,70,24,1820,152
15-05-2017,15,51,4019,36,70,24,1820,152
16-05-2017,15,51,4019,36,70,24,1851,152
17-05-2017,15,51,4043,36,70,24,1847,152
18-05-2017,15,51,3908,37,71,24,1849,152
19-05-2017,15,51,3908,37,71,24,1838,152
20-05-2017,15,51,3908,37,71,24,1838,152
21-05-2017,16,51,4312,35,68,24,1838,152
22-05-2017,16,51,4312,35,68,24,1841,152
23-05-2017,16,51,4312,35,68,24,1847,152
24-05-2017,16,51,4312,35,68,24,1849,152
25-05-2017,16,52,4346,36,68,24,1849,152
26-05-2017,16,52,4346,36,68,24,1849,152
27-05-2017,16,52,4346,36,68,24,1849,152
28-05-2017,16,52,4210,36,69,24,1849,152
29-05-2017,16,52,4210,36,69,24,1841,152
30-05-2017,16,52,4210,36,69,24,1841,152
31-05-2017,16,52,4210,36,69,24,1841,152
01-06-2017,16,52,4210,36,69,24,1841,152
02-06-2017,14,45,3701,32,69,21,1841,151
03-06-2017,15,51,4122,35,69,24,1845,151
04-06-2017,16,52,4210,36,69,24,1841,151
05-06-2017,16,52,4210,36,69,24,1841,151
06-06-2017,16,52,4210,36,69,24,1841,151
07-06-2017,16,52,4210,36,69,24,1841,151
08-06-2017,16,52,4210,36,69,24,1851,151
09-06-2017,16,52,4210,36,69,24,1851,151
10-06-2017,16,52,4210,36,69,24,1851,151
11-06-2017,16,52,4210,36,69,24,1860,151
12-06-2017,16,52,4210,36,69,24,1855,151
13-06-2017,14,52,3802,38,72,24,1855,151
14-06-2017,14,52,3802,38,72,24,1855,151
15-06-2017,14,52,3802,38,72,24,1855,151
16-06-2017,14,50,3641,36,72,24,1855,151
17-06-2017,14,50,3641,36,72,24,1857,151
18-06-2017,14,50,3641,36,72,24,1850,151
19-06-2017,13,50,3511,36,73,24,1808,151
20-06-2017,13,50,3511,36,73,24,1808,151
21-06-2017,13,50,3511,36,73,24,1815,151
22-06-2017,15,50,4031,34,69,24,1815,151
23-06-2017,15,50,4104,35,69,24,1827,151
24-06-2017,15,50,4104,35,69,24,1827,151
25-06-2017,15,50,4104,35,69,24,1832,151
26-06-2017,15,51,4153,36,69,24,1832,151
27-06-2017,15,51,4153,36,69,24,1832,151
28-06-2017,15,51,4161,36,69,24,1826,150
29-06-2017,14,51,3758,37,72,24,1826,150
30-06-2017,14,51,3758,37,72,24,1826,150
01-07-2017,14,51,3758,37,72,24,1826,150
02-07-2017,14,50,3699,37,72,24,1846,150
03-07-2017,13,50,3539,37,73,24,1846,150
04-07-2017,13,50,3539,37,73,24,1846,150
05-07-2017,13,50,3539,37,73,24,1846,150
06-07-2017,13,50,3539,37,73,24,1849,150
07-07-2017,14,50,3670,36,72,24,1849,150
08-07-2017,14,50,3677,36,72,24,1849,150
09-07-2017,14,50,3677,36,72,24,1858,150
10-07-2017,14,50,3677,36,72,24,1844,150
11-07-2017,12,50,3152,38,76,24,1848,150
12-07-2017,11,46,2925,36,76,24,1848,150
13-07-2017,11,46,2925,36,76,24,1847,150
14-07-2017,13,46,3535,33,71,24,1858,150
15-07-2017,13,46,3535,33,71,24,1858,150
16-07-2017,13,45,3417,32,71,23,1858,150
17-07-2017,13,46,3535,33,71,24,1858,150
18-07-2017,14,54,3708,40,74,24,1858,150
19-07-2017,14,54,3708,40,74,24,1858,150
20-07-2017,13,53,3600,39,74,23,1858,150
21-07-2017,14,54,3708,40,74,24,1858,150
22-07-2017,13,54,3566,41,75,24,1858,150
23-07-2017,13,52,3388,39,75,23,1858,149
24-07-2017,13,54,3566,41,75,24,1858,149
25-07-2017,13,54,3566,41,75,24,1858,149
26-07-2017,13,54,3566,41,75,24,1863,149
27-07-2017,13,55,3585,41,75,24,1863,149
28-07-2017,13,55,3585,41,75,24,1863,149
29-07-2017,13,55,3585,41,75,24,1863,149
30-07-2017,13,55,3585,41,75,24,1863,149
31-07-2017,13,55,3585,41,75,24,1863,149
01-08-2017,13,55,3585,41,75,24,1863,149
02-08-2017,14,55,3729,41,74,24,1863,149
03-08-2017,12,47,3189,35,74,24,1863,149
04-08-2017,12,47,3189,35,74,24,1863,149
05-08-2017,14,51,3744,37,72,24,1863,149
06-08-2017,13,51,3476,38,74,24,1863,149
07-08-2017,13,51,3476,38,74,24,1863,149
08-08-2017,11,43,2926,32,74,20,1863,149
09-08-2017,13,51,3476,38,74,24,1863,149
10-08-2017,13,52,3517,38,74,24,1863,149
11-08-2017,15,52,3923,37,71,24,1863,149
12-08-2017,15,52,3923,37,71,24,1863,149
13-08-2017,14,49,3727,35,71,23,1863,149
14-08-2017,15,52,3923,37,71,24,1863,149
15-08-2017,15,52,3923,37,71,24,1863,149
16-08-2017,14,49,3740,35,71,24,1846,149
17-08-2017,14,49,3740,35,71,24,1810,149
18-08-2017,17,56,4593,39,69,24,1829,148
19-08-2017,17,56,4593,39,69,24,1829,148
20-08-2017,17,56,4593,39,69,24,1843,148
21-08-2017,16,53,4348,37,69,24,1842,148
22-08-2017,16,53,4348,37,69,24,1847,148
23-08-2017,17,53,4489,37,68,24,1847,148
24-08-2017,14,46,3875,32,68,24,1843,148
25-08-2017,14,45,3762,31,68,23,1847,148
26-08-2017,14,45,3762,31,68,23,1847,148
27-08-2017,21,68,5537,47,69,24,1857,148
28-08-2017,21,68,5537,47,69,24,1857,148
29-08-2017,16,51,4177,36,69,24,1844,148
30-08-2017,16,53,4308,37,69,24,1844,148
31-08-2017,16,53,4308,37,69,24,1856,148
01-09-2017,16,54,4373,37,69,24,1856,148
02-09-2017,17,54,4514,37,68,24,1853,148
03-09-2017,17,54,4514,37,68,24,1853,148
04-09-2017,17,54,4514,37,68,24,1869,148
05-09-2017,18,58,4833,40,68,24,1872,148
06-09-2017,19,58,4984,39,67,24,1872,148
07-09-2017,18,55,4776,37,67,24,1832,148
08-09-2017,18,55,4776,37,67,24,1848,148
09-09-2017,18,55,4776,37,67,24,1846,148
10-09-2017,18,55,4776,37,67,24,1847,148
11-09-2017,19,56,5102,37,65,24,1845,148
12-09-2017,19,56,5102,37,65,24,1845,148
13-09-2017,19,56,5102,37,65,24,1845,147
14-09-2017,19,56,5102,37,65,24,1846,147
15-09-2017,19,56,5102,37,65,24,1843,147
16-09-2017,19,56,5102,37,65,24,1843,147
17-09-2017,19,56,5102,37,65,24,1843,147
18-09-2017,14,52,3817,38,72,24,1843,147
19-09-2017,14,52,3817,38,72,24,1843,147
20-09-2017,14,52,3817,38,72,24,1843,147
21-09-2017,14,52,3817,38,72,24,1843,147
22-09-2017,14,52,3817,38,72,24,1843,147
23-09-2017,14,52,3681,38,73,24,1843,147
24-09-2017,14,52,3681,38,73,24,1843,147
25-09-2017,14,52,3681,38,73,24,1843,147
26-09-2017,14,52,3681,38,73,24,1843,147
27-09-2017,11,52,2999,41,78,24,1843,147
28-09-2017,11,52,2863,41,79,24,1843,147
29-09-2017,11,55,3023,44,79,24,1843,147
30-09-2017,11,55,3023,44,79,24,1843,147
01-10-2017,11,55,3023,44,79,24,1843,147
02-10-2017,11,55,3023,44,79,24,1843,147
03-10-2017,11,55,3023,44,79,24,1843,147
04-10-2017,11,55,3023,44,79,24,1843,147
05-10-2017,11,54,2973,43,79,24,1843,147
06-10-2017,12,54,3115,42,78,24,1843,147
07-10-2017,11,52,3022,41,78,24,1843,147
08-10-2017,12,54,3256,42,77,24,1850,147
09-10-2017,12,54,3256,42,77,24,1850,146
10-10-2017,12,54,3256,42,77,24,1850,146
11-10-2017,12,54,3256,42,77,24,1850,146
12-10-2017,11,54,2973,43,79,24,1850,146
13-10-2017,11,54,2973,43,79,24,1850,146
14-10-2017,11,54,2973,43,79,24,1850,146
15-10-2017,11,54,2973,43,79,24,1850,146
16-10-2017,11,54,2973,43,79,24,1846,146
17-10-2017,10,50,2769,40,79,24,1846,146
18-10-2017,11,50,2901,39,78,24,1858,146
19-10-2017,12,58,3340,45,78,24,1876,146
20-10-2017,12,58,3340,45,78,24,1862,146
21-10-2017,12,58,3340,45,78,24,1863,146
