Oil well operation parameters (2013 - 2021 y). Well ? 807,,,,,,,,
,,,,,,,,
Date,"
Oil volume (m3/day)",Volume of liquid (m3/day),"
Gas volume (m3/day)",Water volume (m3/day),Water cut (%) ,"
Working hours","
Dynamic level (m)","
Reservoir pressure (atm)"
09-10-2014,27,72,7137,45,62,22,1978,189
10-10-2014,26,71,7087,45,62,24,1897,189
11-10-2014,26,71,6900,45,63,24,1919,189
12-10-2014,29,81,7872,52,63,24,1953,189
13-10-2014,29,81,7872,52,63,24,1916,189
14-10-2014,30,82,7970,52,63,24,1918,189
15-10-2014,30,82,7970,52,63,24,1914,189
16-10-2014,32,77,8495,45,58,24,1917,189
17-10-2014,27,65,7171,38,58,24,1905,189
18-10-2014,24,60,6573,35,58,22,1883,189
19-10-2014,28,68,7463,40,58,20,1922,189
20-10-2014,31,75,8255,44,58,22,1898,189
21-10-2014,29,71,7852,42,58,22,1897,188
22-10-2014,29,71,7852,42,58,22,1803,188
23-10-2014,32,78,8605,46,58,24,1803,188
24-10-2014,26,71,7104,45,62,22,1803,188
25-10-2014,29,79,7885,50,62,24,1803,188
26-10-2014,22,60,5989,38,62,24,1803,188
27-10-2014,25,68,6787,43,62,24,1803,188
28-10-2014,25,68,6787,43,62,24,1803,188
29-10-2014,28,74,7386,46,62,24,1803,188
30-10-2014,27,74,7192,47,63,24,1803,188
31-10-2014,27,74,7192,47,63,24,1803,188
01-11-2014,23,63,6083,40,63,20,1803,188
02-11-2014,7,21,2003,13,63,22,1803,188
03-11-2014,16,42,4192,26,62,24,1803,188
04-11-2014,11,29,2895,18,62,24,1803,188
05-11-2014,30,82,8185,52,62,24,1803,188
06-11-2014,25,67,6688,42,62,24,1803,188
07-11-2014,26,70,6987,44,62,24,1803,188
08-11-2014,27,72,7187,45,62,24,1803,188
09-11-2014,27,73,7287,46,62,24,1853,188
10-11-2014,27,73,7287,46,62,24,1870,188
11-11-2014,28,74,7386,46,62,24,1861,188
12-11-2014,30,76,8185,46,59,24,1823,188
13-11-2014,30,76,8185,46,59,24,1823,188
14-11-2014,30,76,8185,46,59,24,1823,188
15-11-2014,30,76,8185,46,59,24,1823,188
16-11-2014,30,76,8185,46,59,24,1823,187
17-11-2014,30,76,8185,46,59,24,1823,187
18-11-2014,30,76,8185,46,59,24,1823,187
19-11-2014,30,76,8185,46,59,24,1823,187
20-11-2014,30,76,8185,46,59,24,1823,187
21-11-2014,30,76,8185,46,59,24,1823,187
22-11-2014,30,76,8185,46,59,24,1823,187
23-11-2014,30,76,8185,46,59,24,1823,187
24-11-2014,30,76,8185,46,59,24,1823,187
25-11-2014,30,76,8185,46,59,24,1823,187
26-11-2014,30,76,8185,46,59,24,1823,187
27-11-2014,30,76,8185,46,59,24,1823,187
28-11-2014,30,76,8185,46,59,24,1823,187
29-11-2014,30,76,8185,46,59,24,1823,187
30-11-2014,30,76,8185,46,59,24,1823,187
01-12-2014,30,76,8185,46,59,24,1823,187
02-12-2014,2,86,452,84,98,24,1611,187
03-12-2014,2,83,436,81,98,24,1594,187
04-12-2014,2,82,431,80,98,24,1614,187
05-12-2014,2,82,431,80,98,24,1614,187
06-12-2014,6,82,1723,76,92,24,1682,187
07-12-2014,17,85,4465,68,80,24,1741,187
08-12-2014,32,81,8511,49,60,24,1762,187
09-12-2014,32,81,8511,49,60,24,1782,187
10-12-2014,32,81,8511,49,60,24,1788,187
11-12-2014,32,81,8511,49,60,24,1794,186
12-12-2014,29,75,7880,46,60,24,1798,186
13-12-2014,29,75,7880,46,60,24,1805,186
14-12-2014,29,75,7880,46,60,24,1804,186
15-12-2014,29,75,7880,46,60,24,1807,186
16-12-2014,29,75,7683,46,61,24,1809,186
17-12-2014,30,78,7991,48,61,24,1808,186
18-12-2014,30,78,7991,48,61,24,1814,186
19-12-2014,27,78,7171,51,65,24,1824,186
20-12-2014,27,78,7171,51,65,24,1823,186
21-12-2014,26,77,7079,51,65,24,1818,186
22-12-2014,26,76,6987,50,65,24,1820,186
23-12-2014,31,76,8385,45,58,24,1817,186
24-12-2014,31,75,8274,44,58,24,1823,186
25-12-2014,31,75,8274,44,58,24,1827,186
26-12-2014,31,75,8274,44,58,24,1838,186
27-12-2014,31,75,8274,44,58,24,1823,186
28-12-2014,31,75,8274,44,58,24,1835,186
29-12-2014,30,74,8164,44,58,24,1835,186
30-12-2014,32,74,8553,42,56,24,1843,186
31-12-2014,32,74,8553,42,56,24,1854,186
01-01-2015,32,74,8553,42,56,24,1853,186
02-01-2015,32,74,8553,42,56,24,1857,186
03-01-2015,31,73,8437,42,56,24,1853,186
04-01-2015,31,72,8296,41,56,24,1856,186
05-01-2015,25,73,6711,48,65,24,1805,186
06-01-2015,25,73,6711,48,65,24,1804,185
07-01-2015,24,70,6404,46,65,23,1817,185
08-01-2015,25,73,6711,48,65,24,1823,185
09-01-2015,25,73,6711,48,65,24,1925,185
10-01-2015,26,71,6888,45,63,23,1823,185
11-01-2015,25,69,6681,44,63,23,1811,185
12-01-2015,26,73,7095,47,63,24,1815,185
13-01-2015,26,72,7036,46,63,24,1821,185
14-01-2015,26,73,7095,47,63,24,1821,185
15-01-2015,26,73,7095,47,63,24,1830,185
16-01-2015,26,73,7095,47,63,24,1841,185
17-01-2015,26,73,7095,47,63,24,1857,185
18-01-2015,24,67,6474,43,63,22,1870,185
19-01-2015,26,73,7095,47,63,24,1873,185
20-01-2015,25,73,6711,48,65,24,1867,185
21-01-2015,25,73,6711,48,65,24,1887,185
22-01-2015,25,73,6711,48,65,24,1894,185
23-01-2015,25,73,6711,48,65,24,1911,185
24-01-2015,25,73,6711,48,65,24,1918,185
25-01-2015,25,73,6711,48,65,24,1877,185
26-01-2015,25,73,6711,48,65,24,1886,185
27-01-2015,20,73,5369,53,72,24,1886,185
28-01-2015,20,73,5369,53,72,24,1899,185
29-01-2015,20,73,5369,53,72,24,1910,185
30-01-2015,20,73,5369,53,72,24,1917,185
31-01-2015,20,73,5369,53,72,24,1922,185
01-02-2015,20,73,5369,53,72,24,1920,184
02-02-2015,20,73,5369,53,72,24,1931,184
03-02-2015,18,73,4794,55,75,24,1940,184
04-02-2015,17,68,4465,51,75,24,1940,184
05-02-2015,17,68,4465,51,75,24,1949,184
06-02-2015,17,68,4465,51,75,24,1963,184
07-02-2015,16,68,4287,52,76,24,1960,184
08-02-2015,16,68,4287,52,76,24,1962,184
09-02-2015,16,68,4287,52,76,24,1960,184
10-02-2015,16,68,4287,52,76,24,1991,184
11-02-2015,16,68,4287,52,76,24,1991,184
12-02-2015,16,68,4287,52,76,24,1970,184
13-02-2015,16,68,4287,52,76,24,1975,184
14-02-2015,16,68,4287,52,76,24,1972,184
15-02-2015,15,62,3912,47,76,22,1980,184
16-02-2015,16,68,4287,52,76,24,1970,184
17-02-2015,16,68,4287,52,76,24,1971,184
18-02-2015,16,68,4287,52,76,24,1977,184
19-02-2015,16,68,4287,52,76,24,1965,184
20-02-2015,16,68,4287,52,76,24,1965,184
21-02-2015,18,62,4705,44,71,22,1982,184
22-02-2015,18,63,4813,45,71,22,1971,184
23-02-2015,17,60,4532,43,71,21,1950,184
24-02-2015,17,60,4532,43,71,21,1978,184
25-02-2015,13,56,3519,43,76,20,1970,184
26-02-2015,16,68,4287,52,76,24,1982,184
27-02-2015,15,62,3912,47,76,22,1989,183
28-02-2015,16,68,4287,52,76,24,1972,183
01-03-2015,16,68,4287,52,76,24,1974,183
02-03-2015,19,68,5180,49,71,24,1975,183
03-03-2015,18,63,4770,45,71,22,1977,183
04-03-2015,19,67,5115,48,71,24,1957,183
05-03-2015,19,66,5050,47,71,23,1963,183
06-03-2015,18,63,4835,45,71,22,1952,183
07-03-2015,19,68,5180,49,71,24,1958,183
08-03-2015,18,62,4705,44,71,22,1958,183
09-03-2015,23,81,6170,58,71,24,1958,183
10-03-2015,21,71,5605,50,70,22,1961,183
11-03-2015,21,71,5605,50,70,22,1965,183
12-03-2015,23,78,6170,55,70,24,1957,183
13-03-2015,21,71,5605,50,70,22,1931,183
14-03-2015,23,78,6170,55,70,24,1953,183
15-03-2015,12,40,3188,29,70,12,1956,183
16-03-2015,21,71,5605,50,70,22,1960,183
17-03-2015,23,78,6170,55,70,24,1962,183
18-03-2015,21,72,5656,51,70,22,1930,183
19-03-2015,24,80,6328,57,70,24,1949,183
20-03-2015,21,73,5774,52,70,22,1935,183
21-03-2015,22,77,5858,55,71,24,1960,183
22-03-2015,22,77,5858,55,71,24,1960,183
23-03-2015,20,70,5370,50,71,22,1960,183
24-03-2015,20,70,5370,50,71,22,1951,183
25-03-2015,21,74,5670,53,71,22,1948,182
26-03-2015,21,74,5670,53,71,22,1948,182
27-03-2015,21,74,5670,53,71,22,1939,182
28-03-2015,21,74,5670,53,71,22,1939,182
29-03-2015,21,74,5670,53,71,22,1942,182
30-03-2015,22,74,5865,53,70,22,1948,182
31-03-2015,24,81,6399,57,70,24,1950,182
01-04-2015,19,65,5142,46,70,20,1948,182
02-04-2015,21,73,5743,51,70,22,1934,182
03-04-2015,21,73,5743,51,70,22,1934,182
04-04-2015,20,69,5403,48,70,21,1940,182
05-04-2015,24,80,6320,57,70,24,1947,182
06-04-2015,18,60,4740,43,70,18,1933,182
07-04-2015,18,61,4845,43,70,18,1928,182
08-04-2015,21,70,5530,50,70,21,1928,182
09-04-2015,22,74,5805,52,70,22,1926,182
10-04-2015,21,72,5672,51,70,21,1938,182
11-04-2015,22,74,5805,52,70,22,1946,182
12-04-2015,22,74,5865,53,70,22,1944,182
13-04-2015,22,73,5786,52,70,22,1945,182
14-04-2015,22,74,5812,52,70,22,1945,182
15-04-2015,22,73,5786,52,70,22,1945,182
16-04-2015,21,73,5593,53,71,22,1945,182
17-04-2015,20,70,5316,50,71,21,1945,182
18-04-2015,20,72,5466,51,71,22,1945,182
19-04-2015,20,72,5466,51,71,22,1942,181
20-04-2015,23,72,6220,49,67,22,1942,181
21-04-2015,23,72,6220,49,67,22,1942,181
22-04-2015,23,71,6192,48,67,22,1951,181
23-04-2015,21,64,5564,43,67,20,1971,181
24-04-2015,22,72,5843,50,69,22,1971,181
25-04-2015,21,69,5656,48,69,21,1937,181
26-04-2015,22,72,5843,50,69,22,1938,181
27-04-2015,22,72,5843,50,69,22,1939,181
28-04-2015,22,72,5843,50,69,22,1940,181
29-04-2015,20,66,5414,46,69,20,1944,181
30-04-2015,22,71,5816,50,69,22,1941,181
01-05-2015,22,71,5816,50,69,22,1941,181
02-05-2015,21,71,5629,50,70,22,1938,181
03-05-2015,20,70,5486,49,70,22,1940,181
04-05-2015,20,70,5486,49,70,22,1949,181
05-05-2015,21,70,5512,49,70,22,1940,181
06-05-2015,22,69,5803,47,68,22,1935,181
07-05-2015,22,69,5803,47,68,22,1960,181
08-05-2015,22,69,5803,47,68,22,1937,181
09-05-2015,22,69,5803,47,68,22,1942,181
10-05-2015,24,65,6511,41,62,21,1942,181
11-05-2015,20,53,5310,33,62,17,1942,181
12-05-2015,26,69,6891,43,62,22,1942,181
13-05-2015,26,69,6891,43,62,22,1942,181
14-05-2015,26,70,6954,44,62,22,1942,181
15-05-2015,26,70,6954,44,62,22,1942,180
16-05-2015,26,70,6954,44,62,22,1942,180
17-05-2015,26,70,6954,44,62,22,1942,180
18-05-2015,26,70,6954,44,62,22,1942,180
19-05-2015,26,70,6954,44,62,22,1942,180
20-05-2015,26,70,6954,44,62,22,1942,180
21-05-2015,23,62,6227,39,62,20,1942,180
22-05-2015,26,70,6954,44,62,22,1931,180
23-05-2015,23,65,6139,42,64,21,1926,180
24-05-2015,24,69,6558,45,64,22,1927,180
25-05-2015,26,73,6935,48,64,22,1927,180
26-05-2015,27,76,7221,49,64,22,1927,180
27-05-2015,24,69,6564,45,64,20,1927,180
28-05-2015,24,69,6564,45,64,20,1942,180
29-05-2015,24,68,6433,44,64,20,1951,180
30-05-2015,26,74,6987,48,64,22,1938,180
01-06-2015,23,66,6256,43,64,20,1948,180
02-06-2015,26,74,6987,48,64,22,1932,180
03-06-2015,22,63,5970,41,64,19,1948,180
04-06-2015,28,81,7622,52,64,24,1939,180
05-06-2015,19,55,5176,35,64,16,1887,180
06-06-2015,25,72,6800,47,64,22,1906,180
07-06-2015,21,61,5773,40,64,18,1902,180
08-06-2015,24,67,6350,44,64,20,1897,180
09-06-2015,25,71,6703,46,64,21,1886,180
10-06-2015,24,69,6537,45,64,21,1886,180
11-06-2015,24,68,6443,44,64,21,1886,179
12-06-2015,25,72,6786,46,64,22,1886,179
13-06-2015,21,59,5603,38,64,18,1869,179
14-06-2015,26,75,7066,48,64,23,1869,179
15-06-2015,26,75,7117,49,64,22,1857,179
16-06-2015,26,74,6963,48,64,22,1876,179
17-06-2015,28,81,7631,52,64,24,1820,179
18-06-2015,28,81,7631,52,64,24,1888,179
19-06-2015,26,74,6995,48,64,22,1879,179
20-06-2015,28,81,7631,52,64,24,1879,179
21-06-2015,28,81,7631,52,64,24,1762,179
22-06-2015,28,80,7537,52,64,24,1854,179
23-06-2015,29,84,7723,55,65,24,1897,179
24-06-2015,29,84,7723,55,65,24,1897,179
25-06-2015,29,84,7723,55,65,24,1897,179
26-06-2015,29,84,7723,55,65,24,1897,179
27-06-2015,29,84,7723,55,65,24,1897,179
28-06-2015,29,84,7723,55,65,24,1897,179
29-06-2015,29,84,7723,55,65,24,1897,179
30-06-2015,29,84,7723,55,65,24,1897,179
01-07-2015,29,84,7723,55,65,24,1897,179
02-07-2015,29,84,7723,55,65,24,1897,179
03-07-2015,29,84,7723,55,65,24,1897,179
04-07-2015,3,57,745,54,95,20,1532,179
05-07-2015,3,57,743,54,95,18,1529,179
06-07-2015,3,55,727,53,95,17,1570,179
07-07-2015,3,62,812,59,95,19,1572,178
08-07-2015,3,70,734,67,96,22,1570,178
09-07-2015,2,56,593,54,96,18,1556,178
10-07-2015,1,31,161,30,98,8,1556,178
11-07-2015,11,110,2889,99,90,24,1709,178
12-07-2015,17,113,4452,96,85,24,1734,178
13-07-2015,19,95,4991,76,80,24,1786,178
14-07-2015,22,79,5840,58,72,24,1801,178
15-07-2015,26,76,7024,50,65,24,1808,178
16-07-2015,17,71,4662,54,75,24,1782,178
17-07-2015,19,71,5035,52,73,24,1806,178
18-07-2015,21,70,5548,50,70,24,1790,178
19-07-2015,21,70,5548,50,70,24,1786,178
20-07-2015,21,70,5548,50,70,24,1786,178
21-07-2015,21,70,5508,49,70,24,1788,178
22-07-2015,21,71,5563,50,70,24,1789,178
23-07-2015,21,71,5563,50,70,24,1795,178
24-07-2015,21,71,5563,50,70,24,1801,178
25-07-2015,21,71,5563,50,70,24,1808,178
26-07-2015,22,69,5946,46,67,24,1816,178
27-07-2015,22,69,5946,46,67,24,1822,178
28-07-2015,22,67,5799,45,67,24,1833,178
29-07-2015,22,67,5799,45,67,24,1837,178
30-07-2015,22,70,6033,47,67,24,1845,178
31-07-2015,22,70,6033,47,67,24,1852,178
01-08-2015,22,69,5981,47,67,24,1850,177
02-08-2015,22,69,5981,47,67,24,1861,177
03-08-2015,22,69,5981,47,67,24,1865,177
04-08-2015,22,69,5981,47,67,24,1871,177
05-08-2015,22,69,5964,47,67,24,1868,177
06-08-2015,22,69,5964,47,67,24,1873,177
07-08-2015,22,68,5851,46,67,24,1868,177
08-08-2015,22,68,5851,46,67,24,1857,177
09-08-2015,22,68,5851,46,67,24,1883,177
10-08-2015,23,70,6085,48,67,24,1886,177
11-08-2015,23,70,6085,48,67,24,1886,177
12-08-2015,22,67,5834,46,67,24,1981,177
13-08-2015,22,67,5834,46,67,24,1889,177
14-08-2015,22,67,5834,46,67,24,1897,177
15-08-2015,22,67,5799,45,67,24,1909,177
16-08-2015,20,62,5388,42,67,22,1904,177
17-08-2015,16,51,4422,35,67,18,1820,177
18-08-2015,20,63,5461,43,67,23,1818,177
19-08-2015,28,86,7429,58,67,24,1860,177
20-08-2015,28,86,7429,58,67,24,1860,177
21-08-2015,28,86,7429,58,67,24,1843,177
22-08-2015,28,87,7541,59,67,24,1845,177
23-08-2015,26,82,7108,56,67,24,1844,177
24-08-2015,26,82,7108,56,67,24,1844,177
25-08-2015,26,82,7108,56,67,24,1850,177
26-08-2015,26,82,7108,56,67,24,1850,177
27-08-2015,27,83,7195,56,67,24,1857,176
28-08-2015,27,83,7195,56,67,24,1868,176
29-08-2015,24,83,6541,59,70,24,1868,176
30-08-2015,24,83,6541,59,70,24,1858,176
31-08-2015,22,76,5968,54,70,22,1858,176
01-09-2015,23,78,6112,55,70,22,1858,176
02-09-2015,23,78,6168,55,70,22,1959,176
03-09-2015,23,78,6112,55,70,22,1852,176
04-09-2015,23,78,6112,55,70,22,1872,176
05-09-2015,22,74,5833,52,70,21,1875,176
06-09-2015,22,74,5833,52,70,21,1846,176
07-09-2015,23,78,6112,55,70,22,1846,176
08-09-2015,24,80,6328,57,70,22,1824,176
09-09-2015,24,80,6328,57,70,22,1875,176
10-09-2015,22,73,5779,52,70,20,1875,176
11-09-2015,21,73,5721,51,70,20,1838,176
12-09-2015,24,81,6357,57,70,22,1828,176
13-09-2015,21,73,5750,52,70,20,1843,176
14-09-2015,20,73,5367,53,72,20,1843,176
15-09-2015,21,77,5636,56,72,21,1843,176
16-09-2015,22,80,5906,58,72,22,1940,176
17-09-2015,24,88,6472,64,72,24,1940,176
18-09-2015,22,80,5879,58,72,22,1837,176
19-09-2015,24,88,6472,64,72,24,1848,176
20-09-2015,24,88,6472,64,72,24,1845,176
21-09-2015,22,81,5940,59,72,22,1853,176
22-09-2015,24,88,6480,64,72,24,1838,175
23-09-2015,24,88,6480,64,72,24,1843,175
24-09-2015,24,88,6480,64,72,24,1846,175
25-09-2015,23,83,6129,61,72,23,1845,175
26-09-2015,20,73,5385,53,72,23,1845,175
27-09-2015,21,76,5619,55,72,24,1841,175
28-09-2015,21,76,5619,55,72,24,1843,175
29-09-2015,21,76,5619,55,72,24,1845,175
30-09-2015,20,72,5318,53,72,24,1847,175
01-10-2015,20,72,5318,53,72,24,1846,175
02-10-2015,20,72,5318,53,72,24,1848,175
03-10-2015,20,72,5318,53,72,24,1846,175
04-10-2015,20,74,5457,54,72,24,1845,175
05-10-2015,20,74,5457,54,72,24,1847,175
06-10-2015,20,74,5457,54,72,24,1846,175
07-10-2015,21,73,5760,52,70,24,1847,175
08-10-2015,21,73,5760,52,70,24,1846,175
09-10-2015,21,71,5611,50,70,24,1846,175
10-10-2015,21,71,5611,50,70,24,1846,175
11-10-2015,21,71,5611,50,70,24,1848,175
12-10-2015,19,66,5209,47,70,24,1845,175
13-10-2015,19,66,5209,47,70,24,1849,175
14-10-2015,20,70,5485,49,70,24,1854,175
15-10-2015,20,70,5485,49,70,24,1855,175
16-10-2015,21,73,5745,52,70,24,1855,175
17-10-2015,21,73,5745,52,70,24,1861,175
18-10-2015,20,67,5303,48,70,24,1862,174
19-10-2015,21,72,5697,51,70,24,1855,174
20-10-2015,21,72,5697,51,70,24,1855,174
21-10-2015,21,72,5697,51,70,24,1860,174
22-10-2015,20,68,5359,48,70,24,1866,174
23-10-2015,20,68,5359,48,70,24,1867,174
24-10-2015,20,69,5437,49,70,24,1867,174
25-10-2015,20,69,5437,49,70,24,1877,174
26-10-2015,21,71,5595,50,70,24,1876,174
27-10-2015,21,71,5595,50,70,24,1877,174
28-10-2015,21,71,5595,50,70,24,1882,174
29-10-2015,19,65,5105,46,70,22,1906,174
30-10-2015,19,65,5105,46,70,22,1906,174
31-10-2015,18,60,4746,43,70,22,1854,174
01-11-2015,19,66,5201,47,70,24,1854,174
02-11-2015,21,71,5595,50,70,24,1876,174
03-11-2015,21,71,5595,50,70,24,1881,174
04-11-2015,19,65,5105,46,70,22,1881,174
05-11-2015,21,71,5595,50,70,24,1861,174
06-11-2015,21,72,5674,51,70,24,1868,174
07-11-2015,20,72,5295,52,72,24,1868,174
08-11-2015,19,68,5031,50,72,23,1879,174
09-11-2015,20,72,5295,52,72,24,1876,174
10-11-2015,18,67,4944,49,72,22,1876,174
11-11-2015,20,74,5443,54,72,24,1875,174
12-11-2015,20,74,5443,54,72,24,1871,174
13-11-2015,19,68,4989,49,72,22,1871,173
14-11-2015,22,74,5831,52,70,24,1872,173
15-11-2015,22,74,5831,52,70,24,1872,173
16-11-2015,22,74,5831,52,70,24,1869,173
17-11-2015,22,74,5831,52,70,24,1869,173
18-11-2015,19,63,4981,45,70,21,1875,173
19-11-2015,17,61,4460,44,72,21,1875,173
20-11-2015,17,61,4460,44,72,21,1889,173
21-11-2015,17,61,4460,44,72,21,1889,173
22-11-2015,19,71,5035,52,73,24,1885,173
23-11-2015,19,72,5092,53,73,24,1883,173
24-11-2015,19,72,5092,53,73,24,1879,173
25-11-2015,19,72,5092,53,73,24,1881,173
26-11-2015,19,72,5092,53,73,24,1880,173
27-11-2015,19,72,5092,53,73,24,1882,173
28-11-2015,17,72,4526,55,76,24,1882,173
29-11-2015,17,72,4526,55,76,23,1883,173
30-11-2015,17,72,4526,55,76,23,1874,173
01-12-2015,17,72,4526,55,76,24,1874,173
02-12-2015,17,72,4526,55,76,24,1875,173
03-12-2015,17,72,4526,55,76,22,1856,173
04-12-2015,18,72,4715,54,75,24,1878,173
05-12-2015,18,72,4715,54,75,24,1875,173
06-12-2015,18,72,4715,54,75,24,1874,173
07-12-2015,18,72,4715,54,75,24,1876,173
08-12-2015,18,72,4715,54,75,24,1876,172
09-12-2015,18,72,4715,54,75,24,1874,172
10-12-2015,18,72,4715,54,75,24,1874,172
11-12-2015,17,72,4526,55,76,24,1870,172
12-12-2015,17,72,4526,55,76,24,1870,172
13-12-2015,17,72,4526,55,76,24,1877,172
14-12-2015,16,68,4276,52,76,22,1869,172
15-12-2015,17,74,4665,57,76,24,1875,172
16-12-2015,17,70,4438,54,76,24,1882,172
17-12-2015,17,70,4438,54,76,24,1890,172
18-12-2015,16,68,4268,52,76,24,1883,172
19-12-2015,16,68,4268,52,76,24,1894,172
20-12-2015,15,62,3894,47,76,22,1885,172
21-12-2015,16,68,4268,52,76,24,1874,172
22-12-2015,16,68,4268,52,76,24,1874,172
23-12-2015,17,71,4463,54,76,24,1882,172
24-12-2015,17,71,4649,53,75,24,1882,172
25-12-2015,17,71,4649,53,75,24,1878,172
26-12-2015,16,65,4243,49,75,22,1897,172
27-12-2015,17,71,4649,53,75,24,1897,172
28-12-2015,17,71,4649,53,75,24,1868,172
29-12-2015,17,68,4456,51,75,23,1868,172
30-12-2015,14,61,3707,48,77,21,1987,172
31-12-2015,16,71,4265,55,77,24,1873,172
01-01-2016,16,71,4265,55,77,24,1876,172
02-01-2016,13,57,3426,44,77,20,1860,172
03-01-2016,16,70,4217,54,77,24,1858,171
04-01-2016,16,70,4217,54,77,24,1871,171
05-01-2016,16,71,4295,55,77,24,1873,171
06-01-2016,13,57,3454,44,77,19,1856,171
07-01-2016,16,72,4326,55,77,24,1869,171
08-01-2016,14,62,3893,47,76,21,1884,171
09-01-2016,15,63,3982,48,76,23,1919,171
10-01-2016,14,58,3634,44,76,21,1876,171
11-01-2016,16,66,4173,51,76,24,1876,171
12-01-2016,14,66,3826,52,78,24,1878,171
13-01-2016,15,70,4063,55,78,24,1877,171
14-01-2016,15,70,4063,55,78,24,1874,171
15-01-2016,14,67,3876,53,78,23,1874,171
16-01-2016,16,73,4230,57,78,24,1872,171
17-01-2016,16,70,4238,54,77,23,1873,171
18-01-2016,16,73,4422,57,77,24,1873,171
19-01-2016,16,73,4428,57,77,24,1875,171
20-01-2016,15,67,4041,52,77,22,1868,171
21-01-2016,14,60,3635,47,77,20,1850,171
22-01-2016,16,73,4428,57,77,24,1860,171
23-01-2016,16,73,4416,57,77,24,1862,171
24-01-2016,16,73,4416,57,77,24,1862,171
25-01-2016,16,73,4416,57,77,24,1862,171
26-01-2016,16,73,4416,57,77,24,1862,171
27-01-2016,16,73,4416,57,77,24,1862,171
28-01-2016,16,73,4416,57,77,24,1862,171
29-01-2016,16,73,4416,57,77,24,1862,170
30-01-2016,16,73,4416,57,77,24,1862,170
31-01-2016,16,73,4416,57,77,24,1862,170
01-02-2016,16,73,4416,57,77,24,1862,170
02-02-2016,16,73,4416,57,77,24,1862,170
03-02-2016,16,73,4416,57,77,24,1862,170
04-02-2016,16,73,4416,57,77,24,1862,170
05-02-2016,16,73,4416,57,77,24,1862,170
06-02-2016,16,73,4416,57,77,24,1862,170
07-02-2016,16,73,4416,57,77,24,1862,170
08-02-2016,16,73,4416,57,77,24,1862,170
09-02-2016,16,73,4416,57,77,24,1862,170
10-02-2016,16,73,4416,57,77,24,1862,170
11-02-2016,16,73,4416,57,77,24,1862,170
12-02-2016,16,73,4416,57,77,24,1862,170
13-02-2016,16,73,4416,57,77,24,1862,170
14-02-2016,3,93,733,90,97,24,1705,170
15-02-2016,3,93,733,90,97,24,1731,170
16-02-2016,16,89,4184,73,82,24,1775,170
17-02-2016,18,89,4882,70,79,24,1811,170
18-02-2016,18,80,4746,63,78,24,1843,170
19-02-2016,17,79,4687,62,78,24,1843,170
20-02-2016,16,73,4336,57,78,23,1793,170
21-02-2016,17,76,4486,59,78,24,1803,170
22-02-2016,17,76,4486,59,78,24,1800,170
23-02-2016,16,73,4291,57,78,24,1801,170
24-02-2016,17,77,4527,60,78,24,1806,169
25-02-2016,17,77,4527,60,78,24,1807,169
26-02-2016,16,72,4226,56,78,24,1814,169
27-02-2016,16,72,4226,56,78,24,1816,169
28-02-2016,15,72,3944,57,79,24,1823,169
29-02-2016,15,72,3944,57,79,24,1821,169
01-03-2016,15,72,3944,57,79,24,1825,169
02-03-2016,15,72,3988,57,79,24,1830,169
03-03-2016,15,72,3988,57,79,24,1831,169
04-03-2016,14,73,3809,58,80,24,1831,169
05-03-2016,14,73,3809,58,80,24,1856,169
06-03-2016,14,71,3730,57,80,24,1866,169
07-03-2016,14,71,3730,57,80,24,1875,169
08-03-2016,14,73,3819,58,80,24,1883,169
09-03-2016,14,73,3819,58,80,24,1889,169
10-03-2016,15,68,3930,53,78,24,1886,169
11-03-2016,15,68,3930,53,78,24,1885,169
12-03-2016,15,68,3930,53,78,24,1883,169
13-03-2016,15,68,3930,53,78,24,1862,169
14-03-2016,15,68,3930,53,78,24,1842,169
15-03-2016,15,68,3930,53,78,24,1839,169
16-03-2016,15,71,4074,55,78,24,1836,169
17-03-2016,15,71,4074,55,78,24,1841,169
18-03-2016,16,71,4259,55,77,24,1845,169
19-03-2016,16,71,4259,55,77,24,1847,169
20-03-2016,16,71,4259,55,77,24,1839,169
21-03-2016,16,71,4259,55,77,24,1839,168
22-03-2016,16,71,4259,55,77,24,1840,168
23-03-2016,15,67,4064,52,77,23,1837,168
24-03-2016,16,71,4259,55,77,24,1839,168
25-03-2016,15,66,3999,51,77,24,1840,168
26-03-2016,13,66,3478,53,80,24,1849,168
27-03-2016,13,66,3478,53,80,24,1847,168
28-03-2016,13,66,3478,53,80,24,1849,168
29-03-2016,13,66,3478,53,80,24,1847,168
30-03-2016,13,66,3478,53,80,24,1850,168
31-03-2016,15,68,3930,53,78,24,1852,168
01-04-2016,15,68,3930,53,78,24,1851,168
02-04-2016,13,62,3586,49,78,22,1831,168
03-04-2016,13,58,3373,46,78,21,1831,168
04-04-2016,15,68,3930,53,78,24,1842,168
05-04-2016,15,68,3930,53,78,24,1848,168
06-04-2016,15,68,3930,53,78,24,1850,168
07-04-2016,13,59,3436,47,78,21,1832,168
08-04-2016,14,65,3783,51,78,23,1831,168
09-04-2016,16,65,4298,49,75,23,1838,168
10-04-2016,15,61,3979,46,75,21,1838,168
11-04-2016,15,61,3979,46,75,21,1838,168
12-04-2016,15,63,4129,48,75,22,1848,168
13-04-2016,14,56,3698,43,75,20,1848,168
14-04-2016,17,71,4684,54,75,20,1861,168
15-04-2016,17,71,4684,54,75,20,1856,167
